id,month,region,state,coal,gas,diesel,thermal_total,nuclear,hydro,res,grand_total
760,Sep-2020,North Eastern,Assam,750.00,644.86,0.00,1394.86,0.00,350.00,78.46,1823.32
761,Sep-2020,North Eastern,Manipur,0.00,0.00,36.00,36.00,0.00,105.00,11.81,152.81
762,Sep-2020,North Eastern,Meghalaya,0.00,0.00,0.00,0.00,0.00,322.00,46.45,368.45
763,Sep-2020,North Eastern,Mizoram,0.00,0.00,0.00,0.00,0.00,60.00,38.00,98.00
764,Sep-2020,North Eastern,Nagaland,0.00,0.00,0.00,0.00,0.00,75.00,31.67,106.67
765,Sep-2020,North Eastern,Tripura,0.00,1132.10,0.00,1132.10,0.00,0.00,25.42,1157.52
766,Oct-2020,Northern,Chandigarh,0.00,0.00,0.00,0.00,0.00,0.00,42.94,42.94
767,Oct-2020,Northern,Delhi,0.00,2208.40,0.00,2208.40,0.00,0.00,228.46,2436.86
768,Oct-2020,Northern,Haryana,5330.00,431.59,0.00,5761.59,0.00,0.00,538.51,6300.10
769,Oct-2020,Northern,Himachal Pradesh,0.00,0.00,0.00,0.00,0.00,9809.02,963.07,10772.09
770,Oct-2020,Northern,Jammu and Kashmir,0.00,175.00,0.00,175.00,0.00,3360.00,205.42,3740.42
771,Oct-2020,Northern,Ladakh,0.00,0.00,0.00,0.00,0.00,89.00,0.00,89.00
772,Oct-2020,Northern,Punjab,5680.00,0.00,0.00,5680.00,0.00,1096.30,1604.85,8381.15
773,Oct-2020,Northern,Rajasthan,9820.00,1023.13,0.00,10843.13,1180.00,411.00,9834.14,22268.27
774,Oct-2020,Northern,Uttar Pradesh,22409.00,1493.14,0.00,23902.14,440.00,501.60,3350.46,28194.20
775,Oct-2020,Northern,Uttarakhand,0.00,450.00,0.00,450.00,0.00,3756.35,662.50,4868.85
776,Oct-2020,Eastern,Andaman & Nicobar Islands,0.00,0.00,40.05,40.05,0.00,0.00,34.47,74.52
777,Oct-2020,Eastern,Bihar,6390.00,0.00,0.00,6390.00,0.00,0.00,348.75,6738.75
778,Oct-2020,Eastern,Jharkhand,4460.00,0.00,0.00,4460.00,0.00,210.00,47.41,4717.41
779,Oct-2020,Eastern,Odisha,9800.00,0.00,0.00,9800.00,0.00,2142.25,546.90,12489.15
780,Oct-2020,Eastern,Sikkim,0.00,0.00,0.00,0.00,0.00,2169.00,52.18,2221.18
781,Oct-2020,Eastern,West Bengal,14177.00,100.00,0.00,14277.00,0.00,1341.20,566.97,16185.17
782,Oct-2020,Western,Chhatisgarh,23928.00,0.00,0.00,23928.00,0.00,120.00,560.80,24608.80
783,Oct-2020,Western,Dadra & Nagar Haveli,0.00,0.00,0.00,0.00,0.00,0.00,5.46,5.46
784,Oct-2020,Western,Daman & Diu,0.00,0.00,0.00,0.00,0.00,0.00,34.37,34.37
785,Oct-2020,Western,Goa,0.00,48.00,0.00,48.00,0.00,0.00,5.17,53.17
786,Oct-2020,Western,Gujarat,16232.00,7551.41,0.00,23783.41,440.00,1990.00,11471.78,37685.19
787,Oct-2020,Western,Madhya Pradesh,21150.00,0.00,0.00,21150.00,0.00,2235.00,5165.02,28550.02
788,Oct-2020,Western,Maharashtra,24966.00,3207.08,0.00,28173.08,1400.00,3047.00,9871.64,42491.72
789,Oct-2020,Southern,Andhra Pradesh,11590.00,4898.54,36.80,16525.34,0.00,1610.00,8396.02,26531.36
790,Oct-2020,Southern,Karnataka,9480.00,0.00,25.20,9505.20,880.00,3644.20,15261.76,29291.16
791,Oct-2020,Southern,Kerala,0.00,533.58,159.96,693.54,0.00,1856.50,433.63,2983.67
792,Oct-2020,Southern,Lakshadweep,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.75
793,Oct-2020,Southern,Puducherry,0.00,32.50,0.00,32.50,0.00,0.00,7.54,40.04
794,Oct-2020,Southern,Tamil Nadu,12660.00,1027.18,211.70,13898.88,2440.00,2178.20,14776.10,33293.18
795,Oct-2020,Southern,Telangana,7032.50,0.00,0.00,7032.50,0.00,2405.60,4250.05,13688.15
796,Oct-2020,North Eastern,Arunachal Pradesh,0.00,0.00,0.00,0.00,0.00,815.00,136.72,951.72
797,Oct-2020,North Eastern,Assam,750.00,644.86,0.00,1394.86,0.00,350.00,78.46,1823.32
798,Oct-2020,North Eastern,Manipur,0.00,0.00,36.00,36.00,0.00,105.00,11.81,152.81
799,Oct-2020,North Eastern,Meghalaya,0.00,0.00,0.00,0.00,0.00,322.00,46.45,368.45
800,Oct-2020,North Eastern,Mizoram,0.00,0.00,0.00,0.00,0.00,60.00,38.00,98.00
801,Oct-2020,North Eastern,Nagaland,0.00,0.00,0.00,0.00,0.00,75.00,31.67,106.67
802,Oct-2020,North Eastern,Tripura,0.00,1132.10,0.00,1132.10,0.00,0.00,25.42,1157.52
803,Nov-2020,Northern,Chandigarh,0.00,0.00,0.00,0.00,0.00,0.00,42.94,42.94
804,Nov-2020,Northern,Delhi,0.00,2208.40,0.00,2208.40,0.00,0.00,228.46,2436.86
805,Nov-2020,Northern,Haryana,5330.00,431.59,0.00,5761.59,0.00,0.00,546.44,6308.03
806,Nov-2020,Northern,Himachal Pradesh,0.00,0.00,0.00,0.00,0.00,9809.02,963.34,10772.36
807,Nov-2020,Northern,Jammu and Kashmir,0.00,175.00,0.00,175.00,0.00,3360.00,205.78,3740.78
808,Nov-2020,Northern,Ladakh,0.00,0.00,0.00,0.00,0.00,89.00,0.00,89.00
809,Nov-2020,Northern,Punjab,5680.00,0.00,0.00,5680.00,0.00,1096.30,1604.85,8381.15
810,Nov-2020,Northern,Rajasthan,9820.00,1023.13,0.00,10843.13,1180.00,411.00,9855.60,22289.73
811,Nov-2020,Northern,Uttar Pradesh,22409.00,1493.14,0.00,23902.14,440.00,501.60,3382.96,28226.70
812,Nov-2020,Northern,Uttarakhand,0.00,450.00,0.00,450.00,0.00,3756.35,664.46,4870.81
813,Nov-2020,Eastern,Andaman & Nicobar Islands,0.00,0.00,40.05,40.05,0.00,0.00,34.47,74.52
814,Nov-2020,Eastern,Bihar,6390.00,0.00,0.00,6390.00,0.00,0.00,348.75,6738.75
815,Nov-2020,Eastern,Jharkhand,4460.00,0.00,0.00,4460.00,0.00,210.00,47.41,4717.41
816,Nov-2020,Eastern,Odisha,9800.00,0.00,0.00,9800.00,0.00,2142.25,547.32,12489.57
817,Nov-2020,Eastern,Sikkim,0.00,0.00,0.00,0.00,0.00,2169.00,52.18,2221.18
818,Nov-2020,Eastern,West Bengal,14177.00,100.00,0.00,14277.00,0.00,1341.20,568.23,16186.43
819,Nov-2020,Western,Chhatisgarh,23928.00,0.00,0.00,23928.00,0.00,120.00,560.80,24608.80
820,Nov-2020,Western,Dadra & Nagar Haveli,0.00,0.00,0.00,0.00,0.00,0.00,5.46,5.46
821,Nov-2020,Western,Daman & Diu,0.00,0.00,0.00,0.00,0.00,0.00,34.37,34.37
822,Nov-2020,Western,Goa,0.00,48.00,0.00,48.00,0.00,0.00,5.17,53.17
823,Nov-2020,Western,Gujarat,16232.00,7551.41,0.00,23783.41,440.00,1990.00,11826.48,38039.89
824,Nov-2020,Western,Madhya Pradesh,21150.00,0.00,0.00,21150.00,0.00,2235.00,5180.78,28565.78
825,Nov-2020,Western,Maharashtra,24966.00,3207.08,0.00,28173.08,1400.00,3047.00,9871.64,42491.72
826,Nov-2020,Southern,Andhra Pradesh,11590.00,4898.54,36.80,16525.34,0.00,1610.00,8505.52,26640.86
827,Nov-2020,Southern,Karnataka,9480.00,0.00,25.20,9505.20,880.00,3644.20,15315.70,29345.10
828,Nov-2020,Southern,Kerala,0.00,533.58,159.96,693.54,0.00,1856.50,433.66,2983.70
829,Nov-2020,Southern,Lakshadweep,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.75
830,Nov-2020,Southern,Puducherry,0.00,32.50,0.00,32.50,0.00,0.00,7.54,40.04
831,Nov-2020,Southern,Tamil Nadu,12660.00,1027.18,211.70,13898.88,2440.00,2178.20,14831.37,33348.45
832,Nov-2020,Southern,Telangana,7032.50,0.00,0.00,7032.50,0.00,2405.60,4357.77,13795.87
833,Nov-2020,North Eastern,Arunachal Pradesh,0.00,0.00,0.00,0.00,0.00,815.00,136.72,951.72
834,Nov-2020,North Eastern,Assam,750.00,644.85,0.00,1394.86,0.00,350.00,78.84,1823.69
835,Nov-2020,North Eastern,Manipur,0.00,0.00,36.00,36.00,0.00,105.00,11.81,152.81
836,Nov-2020,North Eastern,Meghalaya,0.00,0.00,0.00,0.00,0.00,322.00,46.45,368.45
837,Nov-2020,North Eastern,Mizoram,0.00,0.00,0.00,0.00,0.00,60.00,38.00,98.00
838,Nov-2020,North Eastern,Nagaland,0.00,0.00,0.00,0.00,0.00,75.00,31.67,106.67
839,Nov-2020,North Eastern,Tripura,0.00,1132.10,0.00,1132.10,0.00,0.00,25.42,1157.52
840,Dec-2020,Northern,Chandigarh,0.00,0.00,0.00,0.00,0.00,0.00,45.16,45.16
841,Dec-2020,Northern,Delhi,0.00,2208.40,0.00,2208.40,0.00,0.00,228.46,2436.86
842,Dec-2020,Northern,Haryana,5330.00,431.59,0.00,5761.59,0.00,0.00,547.78,6309.37
843,Dec-2020,Northern,Himachal Pradesh,0.00,0.00,0.00,0.00,0.00,9809.02,963.44,10772.46
844,Dec-2020,Northern,Jammu and Kashmir,0.00,175.00,0.00,175.00,0.00,3360.00,206.71,3741.71
845,Dec-2020,Northern,Ladakh,0.00,0.00,0.00,0.00,0.00,89.00,0.00,89.00
846,Dec-2020,Northern,Punjab,5680.00,0.00,0.00,5680.00,0.00,1096.30,1604.85,8381.15
847,Dec-2020,Northern,Rajasthan,9820.00,1023.13,0.00,10843.13,1180.00,411.00,9861.40,22295.53
848,Dec-2020,Northern,Uttar Pradesh,22409.00,1493.14,0.00,23902.14,440.00,501.60,3459.21,28302.95
849,Dec-2020,Northern,Uttarakhand,0.00,450.00,0.00,450.00,0.00,3855.35,664.98,4970.33
850,Dec-2020,Eastern,Andaman & Nicobar Islands,0.00,0.00,40.05,40.05,0.00,0.00,34.47,74.52
851,Dec-2020,Eastern,Bihar,6390.00,0.00,0.00,6390.00,0.00,0.00,352.81,6742.81
852,Dec-2020,Eastern,Jharkhand,4460.00,0.00,0.00,4460.00,0.00,210.00,47.41,4717.41
853,Dec-2020,Eastern,Odisha,9800.00,0.00,0.00,9800.00,0.00,2142.25,547.45,12489.70
854,Dec-2020,Eastern,Sikkim,0.00,0.00,0.00,0.00,0.00,2169.00,52.18,2221.18
855,Dec-2020,Eastern,West Bengal,14177.00,100.00,0.00,14277.00,0.00,1341.20,568.26,16186.46
856,Dec-2020,Western,Chhatisgarh,23928.00,0.00,0.00,23928.00,0.00,120.00,560.90,24608.90
857,Dec-2020,Western,Dadra & Nagar Haveli,0.00,0.00,0.00,0.00,0.00,0.00,5.46,5.46
858,Dec-2020,Western,Daman & Diu,0.00,0.00,0.00,0.00,0.00,0.00,39.97,39.97
859,Dec-2020,Western,Goa,0.00,48.00,0.00,48.00,0.00,0.00,5.17,53.17
860,Dec-2020,Western,Gujarat,16232.00,7551.41,0.00,23783.41,440.00,1990.00,12267.24,38480.65
861,Dec-2020,Western,Madhya Pradesh,21150.00,0.00,0.00,21150.00,0.00,2235.00,5182.50,28567.50
862,Dec-2020,Western,Maharashtra,24966.00,3207.08,0.00,28173.08,1400.00,3047.00,9872.72,42492.80
863,Dec-2020,Southern,Andhra Pradesh,11590.00,4898.54,36.80,16525.34,0.00,1610.00,8605.56,26740.90
864,Dec-2020,Southern,Karnataka,9480.00,0.00,25.20,9505.20,880.00,3644.20,15366.70,29396.10
865,Dec-2020,Southern,Kerala,0.00,533.58,159.96,693.54,0.00,1856.50,433.71,2983.75
866,Dec-2020,Southern,Lakshadweep,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.75
867,Dec-2020,Southern,Puducherry,0.00,32.50,0.00,32.50,0.00,0.00,7.54,40.04
868,Dec-2020,Southern,Tamil Nadu,12660.00,1027.18,211.70,13898.88,2440.00,2178.20,14890.62,33407.70
869,Dec-2020,Southern,Telangana,7302.50,0.00,0.00,7302.50,0.00,2405.60,4361.23,14069.33
870,Dec-2020,North Eastern,Arunachal Pradesh,0.00,0.00,0.00,0.00,0.00,815.00,136.72,951.72
871,Dec-2020,North Eastern,Assam,750.00,644.85,0.00,1394.86,0.00,350.00,79.10,1823.95
872,Dec-2020,North Eastern,Manipur,0.00,0.00,36.00,36.00,0.00,105.00,11.81,152.81
873,Dec-2020,North Eastern,Meghalaya,0.00,0.00,0.00,0.00,0.00,322.00,46.45,368.45
874,Dec-2020,North Eastern,Mizoram,0.00,0.00,0.00,0.00,0.00,60.00,38.00,98.00
875,Dec-2020,North Eastern,Nagaland,0.00,0.00,0.00,0.00,0.00,75.00,31.67,106.67
876,Dec-2020,North Eastern,Tripura,0.00,1132.10,0.00,1132.10,0.00,0.00,25.42,1157.52
877,Jan-2021,Northern,Chandigarh,0.00,0.00,0.00,0.00,0.00,0.00,45.16,45.16
878,Jan-2021,Northern,Delhi,0.00,2208.40,0.00,2208.40,0.00,0.00,228.46,2436.86
879,Jan-2021,Northern,Haryana,5330.00,431.59,0.00,5761.59,0.00,0.00,693.19,6454.78
880,Jan-2021,Northern,Himachal Pradesh,0.00,0.00,0.00,0.00,0.00,9920.02,963.44,10883.46
881,Jan-2021,Northern,Jammu and Kashmir,0.00,175.00,0.00,175.00,0.00,3360.00,206.71,3741.71
882,Jan-2021,Northern,Ladakh,0.00,0.00,0.00,0.00,0.00,89.00,0.00,89.00
883,Jan-2021,Northern,Punjab,5680.00,0.00,0.00,5680.00,0.00,1096.30,1604.85,8381.15
884,Jan-2021,Northern,Rajasthan,9820.00,1023.13,0.00,10843.13,1180.00,411.00,9869.00,22303.13
885,Jan-2021,Northern,Uttar Pradesh,23069.00,1493.14,0.00,24562.14,440.00,501.60,3833.86,29337.60
886,Jan-2021,Northern,Uttarakhand,0.00,450.00,0.00,450.00,0.00,3855.35,697.95,5003.30
887,Jan-2021,Eastern,Andaman & Nicobar Islands,0.00,0.00,40.05,40.05,0.00,0.00,34.47,74.52
888,Jan-2021,Eastern,Bihar,6390.00,0.00,0.00,6390.00,0.00,0.00,352.81,6742.81
889,Jan-2021,Eastern,Jharkhand,4460.00,0.00,0.00,4460.00,0.00,210.00,56.98,4726.98
890,Jan-2021,Eastern,Odisha,9800.00,0.00,0.00,9800.00,0.00,2142.25,549.57,12491.82
891,Jan-2021,Eastern,Sikkim,0.00,0.00,0.00,0.00,0.00,2169.00,52.18,2221.18
892,Jan-2021,Eastern,West Bengal,14177.00,100.00,0.00,14277.00,0.00,1341.20,568.26,16186.46
893,Jan-2021,Western,Chhatisgarh,23688.00,0.00,0.00,23688.00,0.00,120.00,564.01,24372.01
894,Jan-2021,Western,Dadra & Nagar Haveli,0.00,0.00,0.00,0.00,0.00,0.00,5.46,5.46
895,Jan-2021,Western,Daman & Diu,0.00,0.00,0.00,0.00,0.00,0.00,40.55,40.55
896,Jan-2021,Western,Goa,0.00,48.00,0.00,48.00,0.00,0.00,7.83,55.83
897,Jan-2021,Western,Gujarat,16092.00,7551.41,0.00,23643.41,440.00,1990.00,12442.85,38516.26
898,Jan-2021,Western,Madhya Pradesh,21150.00,0.00,0.00,21150.00,0.00,2235.00,5200.57,28585.57
899,Jan-2021,Western,Maharashtra,24966.00,3207.08,0.00,28173.08,1400.00,3047.00,10266.87,42886.95
900,Jan-2021,Southern,Andhra Pradesh,11590.00,4898.54,36.80,16525.34,0.00,1610.00,8762.09,26897.43
901,Jan-2021,Southern,Karnataka,9480.00,0.00,25.20,9505.20,880.00,3644.20,15387.98,29417.38
902,Jan-2021,Southern,Kerala,0.00,533.58,159.96,693.54,0.00,1856.50,484.54,3034.58
903,Jan-2021,Southern,Lakshadweep,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.75
904,Jan-2021,Southern,Puducherry,0.00,32.50,0.00,32.50,0.00,0.00,9.33,41.83
905,Jan-2021,Southern,Tamil Nadu,12660.00,1027.18,211.70,13898.88,2440.00,2178.20,14890.62,33407.70
906,Jan-2021,Southern,Telangana,7302.50,0.00,0.00,7302.50,0.00,2405.60,4361.23,14069.33
907,Jan-2021,North Eastern,Arunachal Pradesh,0.00,0.00,0.00,0.00,0.00,965.00,136.72,1101.72
908,Jan-2021,North Eastern,Assam,750.00,644.86,0.00,1394.86,0.00,350.00,79.10,1823.95
909,Jan-2021,North Eastern,Manipur,0.00,0.00,36.00,36.00,0.00,105.00,11.81,152.81
910,Jan-2021,North Eastern,Meghalaya,0.00,0.00,0.00,0.00,0.00,322.00,46.45,368.45
911,Jan-2021,North Eastern,Mizoram,0.00,0.00,0.00,0.00,0.00,60.00,38.00,98.00
912,Jan-2021,North Eastern,Nagaland,0.00,0.00,0.00,0.00,0.00,75.00,31.67,106.67
913,Jan-2021,North Eastern,Tripura,0.00,1132.10,0.00,1132.10,0.00,0.00,25.42,1157.52
914,Feb-2021,Northern,Chandigarh,0.00,0.00,0.00,0.00,0.00,0.00,45.16,45.16
915,Feb-2021,Northern,Delhi,0.00,2208.40,0.00,2208.40,0.00,0.00,244.97,2453.37
916,Feb-2021,Northern,Haryana,5330.00,431.59,0.00,5761.59,0.00,0.00,693.19,6454.78
917,Feb-2021,Northern,Himachal Pradesh,0.00,0.00,0.00,0.00,0.00,9920.02,988.04,10908.06
918,Feb-2021,Northern,Jammu and Kashmir,0.00,175.00,0.00,175.00,0.00,3360.00,206.71,3741.71
919,Feb-2021,Northern,Ladakh,0.00,0.00,0.00,0.00,0.00,89.00,0.00,89.00
920,Feb-2021,Northern,Punjab,5680.00,0.00,0.00,5680.00,0.00,1096.30,1604.85,8381.15
921,Feb-2021,Northern,Rajasthan,9820.00,1023.13,0.00,10843.13,1180.00,411.00,9944.50,22378.63
922,Feb-2021,Northern,Uttar Pradesh,23069.00,1493.14,0.00,24562.14,440.00,501.60,3833.86,29337.60
923,Feb-2021,Northern,Uttarakhand,0.00,450.00,0.00,450.00,0.00,3855.35,697.95,5003.30
924,Feb-2021,Eastern,Andaman & Nicobar Islands,0.00,0.00,40.05,40.05,0.00,0.00,34.47,74.52
925,Feb-2021,Eastern,Bihar,6390.00,0.00,0.00,6390.00,0.00,0.00,354.91,6744.91
926,Feb-2021,Eastern,Jharkhand,4460.00,0.00,0.00,4460.00,0.00,210.00,56.98,4726.98
927,Feb-2021,Eastern,Odisha,9800.00,0.00,0.00,9800.00,0.00,2142.25,549.57,12491.82
928,Feb-2021,Eastern,Sikkim,0.00,0.00,0.00,0.00,0.00,2169.00,52.18,2221.18
929,Feb-2021,Eastern,West Bengal,14177.00,100.00,0.00,14277.00,0.00,1341.20,568.26,16186.46
930,Feb-2021,Western,Chhatisgarh,23688.00,0.00,0.00,23688.00,0.00,120.00,573.38,24381.38
931,Feb-2021,Western,Dadra & Nagar Haveli,0.00,0.00,0.00,0.00,0.00,0.00,5.46,5.46
932,Feb-2021,Western,Daman & Diu,0.00,0.00,0.00,0.00,0.00,0.00,40.55,40.55
933,Feb-2021,Western,Goa,0.00,48.00,0.00,48.00,0.00,0.00,7.83,55.83
934,Feb-2021,Western,Gujarat,16092.00,7551.41,0.00,23643.41,440.00,1990.00,12530.96,38604.37
935,Feb-2021,Western,Madhya Pradesh,21950.00,0.00,0.00,21950.00,0.00,2235.00,5205.57,29390.57
936,Feb-2021,Western,Maharashtra,24966.00,3207.08,0.00,28173.08,1400.00,3047.00,10266.87,42886.95
937,Feb-2021,Southern,Andhra Pradesh,11590.00,4898.54,36.80,16525.34,0.00,1610.00,8762.09,26897.43
938,Feb-2021,Southern,Karnataka,9480.00,0.00,25.20,9505.20,880.00,3644.20,15428.48,29457.88
939,Feb-2021,Southern,Kerala,0.00,533.58,159.96,693.54,0.00,1856.50,551.79,3101.83
940,Feb-2021,Southern,Lakshadweep,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.75
941,Feb-2021,Southern,Puducherry,0.00,32.50,0.00,32.50,0.00,0.00,9.33,41.83
942,Feb-2021,Southern,Tamil Nadu,13160.00,1027.18,211.70,14398.88,2440.00,2178.20,14981.42,33998.50
943,Feb-2021,Southern,Telangana,7302.50,0.00,0.00,7302.50,0.00,2405.60,4361.23,14069.33
944,Feb-2021,North Eastern,Arunachal Pradesh,0.00,0.00,0.00,0.00,0.00,1115.00,136.72,1251.72
945,Feb-2021,North Eastern,Assam,750.00,644.86,0.00,1394.86,0.00,350.00,79.10,1823.95
946,Feb-2021,North Eastern,Manipur,0.00,0.00,36.00,36.00,0.00,105.00,11.81,152.81
947,Feb-2021,North Eastern,Meghalaya,0.00,0.00,0.00,0.00,0.00,322.00,46.45,368.45
948,Feb-2021,North Eastern,Mizoram,0.00,0.00,0.00,0.00,0.00,60.00,38.00,98.00
949,Feb-2021,North Eastern,Nagaland,0.00,0.00,0.00,0.00,0.00,75.00,31.67,106.67
950,Feb-2021,North Eastern,Tripura,0.00,1132.10,0.00,1132.10,0.00,0.00,25.42,1157.52
951,Mar-2021,Northern,Chandigarh,0.00,0.00,0.00,0.00,0.00,0.00,45.16,45.16
952,Mar-2021,Northern,Delhi,0.00,2208.40,0.00,2208.40,0.00,0.00,244.97,2453.37
953,Mar-2021,Northern,Haryana,5330.00,431.59,0.00,5761.59,0.00,0.00,693.19,6454.78
954,Mar-2021,Northern,Himachal Pradesh,0.00,0.00,0.00,0.00,0.00,9920.02,988.04,10908.06
955,Mar-2021,Northern,Jammu and Kashmir,0.00,175.00,0.00,175.00,0.00,3360.00,206.71,3741.71
956,Mar-2021,Northern,Ladakh,0.00,0.00,0.00,0.00,0.00,89.00,0.00,89.00
957,Mar-2021,Northern,Punjab,5680.00,0.00,0.00,5680.00,0.00,1096.30,1617.25,8393.55
958,Mar-2021,Northern,Rajasthan,9820.00,1023.13,0.00,10843.13,1180.00,411.00,10204.50,22638.63
959,Mar-2021,Northern,Uttar Pradesh,23729.00,1493.14,0.00,25222.14,440.00,501.60,3878.86,30042.60
960,Mar-2021,Northern,Uttarakhand,0.00,450.00,0.00,450.00,0.00,3855.35,712.95,5018.30
961,Mar-2021,Eastern,Andaman & Nicobar Islands,0.00,0.00,40.05,40.05,0.00,0.00,34.47,74.52
962,Mar-2021,Eastern,Bihar,7050.00,0.00,0.00,7050.00,0.00,0.00,354.91,7404.91
963,Mar-2021,Eastern,Jharkhand,4460.00,0.00,0.00,4460.00,0.00,210.00,60.41,4730.41
964,Mar-2021,Eastern,Odisha,9800.00,0.00,0.00,9800.00,0.00,2142.25,549.57,12491.82
965,Mar-2021,Eastern,Sikkim,0.00,0.00,0.00,0.00,0.00,2169.00,52.18,2221.18
966,Mar-2021,Eastern,West Bengal,14177.00,100.00,0.00,14277.00,0.00,1341.20,568.26,16186.46
967,Mar-2021,Western,Chhatisgarh,23688.00,0.00,0.00,23688.00,0.00,120.00,573.38,24381.38
968,Mar-2021,Western,Dadra & Nagar Haveli,0.00,0.00,0.00,0.00,0.00,0.00,5.46,5.46
969,Mar-2021,Western,Daman & Diu,0.00,0.00,0.00,0.00,0.00,0.00,40.55,40.55
970,Mar-2021,Western,Goa,0.00,48.00,0.00,48.00,0.00,0.00,7.83,55.83
971,Mar-2021,Western,Gujarat,16092.00,7551.41,0.00,23643.41,440.00,1990.00,13152.63,39226.04
972,Mar-2021,Western,Madhya Pradesh,21950.00,0.00,0.00,21950.00,0.00,2235.00,5205.57,29390.57
973,Mar-2021,Western,Maharashtra,24966.00,3207.08,0.00,28173.08,1400.00,3047.00,10266.87,42886.95
974,Mar-2021,Southern,Andhra Pradesh,11590.00,4898.54,36.80,16525.34,0.00,1610.00,8968.59,27103.93
975,Mar-2021,Southern,Karnataka,9480.00,0.00,25.20,9505.20,880.00,3644.20,15462.80,29492.20
976,Mar-2021,Southern,Kerala,0.00,533.58,159.96,693.54,0.00,1856.50,551.79,3101.83
977,Mar-2021,Southern,Lakshadweep,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.75
978,Mar-2021,Southern,Puducherry,0.00,32.50,0.00,32.50,0.00,0.00,9.33,41.83
979,Mar-2021,Southern,Tamil Nadu,13160.00,1027.18,211.70,14398.88,2440.00,2178.20,15229.65,34246.73
980,Mar-2021,Southern,Telangana,7572.50,0.00,0.00,7572.50,0.00,2405.60,4377.99,14356.09
981,Mar-2021,North Eastern,Arunachal Pradesh,0.00,0.00,0.00,0.00,0.00,1115.00,136.72,1251.72
982,Mar-2021,North Eastern,Assam,750.00,644.86,0.00,1394.86,0.00,350.00,79.10,1823.95
983,Mar-2021,North Eastern,Manipur,0.00,0.00,36.00,36.00,0.00,105.00,11.81,152.81
984,Mar-2021,North Eastern,Meghalaya,0.00,0.00,0.00,0.00,0.00,322.00,46.45,368.45
985,Mar-2021,North Eastern,Mizoram,0.00,0.00,0.00,0.00,0.00,60.00,38.00,98.00
986,Mar-2021,North Eastern,Nagaland,0.00,0.00,0.00,0.00,0.00,75.00,31.67,106.67
987,Mar-2021,North Eastern,Tripura,0.00,1099.60,0.00,1099.60,0.00,0.00,25.42,1125.02
988,Apr-2021,Northern,Chandigarh,0.00,0.00,0.00,0.00,0.00,0.00,49.37,49.37
989,Apr-2021,Northern,Delhi,0.00,2208.40,0.00,2208.40,0.00,0.00,244.97,2453.37
990,Apr-2021,Northern,Haryana,5330.00,431.59,0.00,5761.59,0.00,0.00,693.19,6454.78
991,Apr-2021,Northern,Himachal Pradesh,0.00,0.00,0.00,0.00,0.00,9920.02,988.60,10908.62
992,Apr-2021,Northern,Jammu and Kashmir,0.00,175.00,0.00,175.00,0.00,3360.00,211.03,3746.03
993,Apr-2021,Northern,Ladakh,0.00,0.00,0.00,0.00,0.00,89.00,0.00,89.00
994,Apr-2021,Northern,Punjab,5680.00,0.00,0.00,5680.00,0.00,1096.30,1617.25,8393.55
995,Apr-2021,Northern,Rajasthan,9820.00,1023.13,0.00,10843.13,1180.00,411.00,10244.50,22678.63
996,Apr-2021,Northern,Uttar Pradesh,23729.00,1493.14,0.00,25222.14,440.00,501.60,3985.11,30148.85
997,Apr-2021,Northern,Uttarakhand,0.00,450.00,0.00,450.00,0.00,3855.35,712.95,5018.30
998,Apr-2021,Eastern,Andaman & Nicobar Islands,0.00,0.00,40.05,40.05,0.00,0.00,34.47,74.52
999,Apr-2021,Eastern,Bihar,7050.00,0.00,0.00,7050.00,0.00,0.00,364.32,7414.32
1000,Apr-2021,Eastern,Jharkhand,4460.00,0.00,0.00,4460.00,0.00,210.00,60.41,4730.41
1001,Apr-2021,Eastern,Odisha,9800.00,0.00,0.00,9800.00,0.00,2142.25,549.57,12491.82
1002,Apr-2021,Eastern,Sikkim,0.00,0.00,0.00,0.00,0.00,2169.00,52.18,2221.18
1003,Apr-2021,Eastern,West Bengal,14177.00,100.00,0.00,14277.00,0.00,1341.20,568.26,16186.46
1004,Apr-2021,Western,Chhatisgarh,23688.00,0.00,0.00,23688.00,0.00,120.00,573.38,24381.38
1005,Apr-2021,Western,Dadra & Nagar Haveli,0.00,0.00,0.00,0.00,0.00,0.00,5.46,5.46
1006,Apr-2021,Western,Daman & Diu,0.00,0.00,0.00,0.00,0.00,0.00,40.55,40.55
1007,Apr-2021,Western,Goa,0.00,48.00,0.00,48.00,0.00,0.00,7.83,55.83
1008,Apr-2021,Western,Gujarat,16092.00,7551.41,0.00,23643.41,440.00,1990.00,13514.29,39587.70
1009,Apr-2021,Western,Madhya Pradesh,21950.00,0.00,0.00,21950.00,0.00,2235.00,5205.57,29390.57
1010,Apr-2021,Western,Maharashtra,24966.00,3207.08,0.00,28173.08,1400.00,3047.00,10277.37,42897.45
1011,Apr-2021,Southern,Andhra Pradesh,11590.00,4898.54,36.80,16525.34,0.00,1610.00,8968.59,27103.93
